Obs,city,street,streetNumber,delivery_company,purchase_month,purchase_day,purchase_hour,purchase_weekday,delivery_month,delivery_day,delivery_hour,delivery_weekday,shipping_time_in_hours,category
281,Police,al. Wiazowa,96,C620,V,27,12,Tuesday,V,28,23,Wednesday,35,Telefony stacjonarne
282,Gdynia,al. Wypoczynkowa,366,C360,IV,5,20,Saturday,IV,6,23,Sunday,27,Telefony stacjonarne
283,Konin,pl. Lelewela,78,C360,III,23,17,Sunday,III,26,7,Wednesday,62,Telefony stacjonarne
284,Police,al. Wiazowa,96,C360,I,23,9,Wednesday,I,24,12,Thursday,27,Telefony stacjonarne
285,Kutno,al. Wiatraczna,574,C620,I,7,9,Monday,I,9,22,Wednesday,60,Telefony stacjonarne
286,Warszawa,al. Rzeczna,403,C516,VI,12,18,Thursday,VI,13,16,Friday,22,Telefony stacjonarne
287,Radom,pl. Makowa,60,C516,VIII,22,17,Friday,VIII,24,13,Sunday,44,Telefony stacjonarne
288,Warszawa,ul. Niecala,61,C516,IX,19,4,Friday,IX,19,16,Friday,11,Telefony stacjonarne
289,Kutno,ul. Kazimierza Wielkiego,40,C360,X,18,8,Saturday,X,21,10,Tuesday,74,Telefony stacjonarne
290,Konin,pl. Spokojna,78,C360,VIII,22,2,Friday,VIII,27,14,Wednesday,133,Telefony stacjonarne
291,Gdynia,pl. Debowa,94,C516,IX,8,9,Monday,IX,11,21,Thursday,84,Telefony stacjonarne
292,Szczecin,pl. Powstancow slaskich,67,C360,I,31,17,Thursday,II,1,4,Friday,11,Telefony stacjonarne
293,Police,ul. Wiejska,42,C516,IX,13,15,Saturday,IX,16,12,Tuesday,69,Telefony stacjonarne
294,Police,al. lanowa,48,C620,VII,22,19,Tuesday,VII,27,2,Sunday,103,Telefony stacjonarne
295,Gdynia,ul. Wierzbowa,26,C360,IX,20,23,Saturday,IX,21,4,Sunday,6,Telefony stacjonarne
296,Gdynia,pl. Okrzei,98,C620,VIII,3,3,Sunday,VIII,4,10,Monday,31,Telefony stacjonarne
297,Kutno,al. Widokowa,755,C516,IX,8,2,Monday,IX,14,1,Sunday,143,Telefony stacjonarne
298,Police,ul. Powstancow,75,C360,III,17,13,Monday,III,18,12,Tuesday,23,Telefony stacjonarne
299,Warszawa,ul. Robotnicza,81,C516,V,28,5,Wednesday,V,29,15,Thursday,34,Telefony stacjonarne
300,Police,ul. Powstancow,75,C516,X,8,2,Wednesday,X,9,5,Thursday,27,Telefony stacjonarne
301,Radom,al. Sosnowa,732,C360,V,8,20,Thursday,V,9,11,Friday,15,Telefony stacjonarne
302,Warszawa,pl. Gajowa,90,C516,VI,21,7,Saturday,VI,23,0,Monday,41,Telefony stacjonarne
303,Konin,al. Jasminowa,20,C360,V,21,1,Wednesday,V,24,10,Saturday,81,Telefony stacjonarne
304,Radom,al. Sosnowa,49,C620,VI,12,9,Thursday,VI,13,14,Friday,30,Telefony stacjonarne
305,Mielec,al. Jana,365,C516,II,6,1,Wednesday,II,7,12,Thursday,34,Telefony stacjonarne
306,Mielec,al. Rubinowa,51,C516,III,22,11,Saturday,III,22,21,Saturday,9,Telefony stacjonarne
307,Szczecin,pl. Robotnicza,526,C620,IX,9,23,Tuesday,IX,10,5,Wednesday,6,Telefony stacjonarne
308,Gdynia,al. Torowa,43,C620,I,25,10,Friday,I,27,7,Sunday,45,Telefony stacjonarne
309,Warszawa,al. Baltycka,54,C360,VII,14,11,Monday,VII,17,4,Thursday,65,Telefony stacjonarne
310,Mielec,al. Mostowa,25,C516,II,26,11,Tuesday,II,26,13,Tuesday,3,Telefony stacjonarne
311,Radom,pl. zwirowa,68,C516,VI,22,4,Sunday,VI,23,16,Monday,36,Telefony stacjonarne
312,Radom,ul. Willowa,58,C516,III,11,19,Tuesday,III,12,17,Wednesday,22,Telefony stacjonarne
313,Kutno,ul. Gorna,87,C516,VI,22,23,Sunday,VI,25,6,Wednesday,56,Telefony stacjonarne
314,Radom,pl. Lipowa,44,C360,I,25,16,Friday,I,28,13,Monday,69,Telefony stacjonarne
315,Gdynia,ul. Cmentarna,698,C620,I,2,4,Wednesday,I,7,3,Monday,119,Telefony stacjonarne
316,Mielec,ul. Borowkowa,65,C516,I,11,20,Friday,I,13,9,Sunday,37,Telefony stacjonarne
317,Kutno,pl. Widokowa,16,C620,III,29,20,Saturday,IV,1,19,Tuesday,71,Telefony stacjonarne
318,Konin,ul. Mostowa,932,C516,III,17,4,Monday,III,21,4,Friday,96,Telefony stacjonarne
319,Mielec,ul. Pomorska,12,C360,VI,18,20,Wednesday,VI,20,10,Friday,39,Telefony stacjonarne
320,Police,al. Wiazowa,96,C360,IX,21,5,Sunday,IX,23,5,Tuesday,48,Telefony stacjonarne
321,Szczecin,pl. Kolejowa,374,C620,IV,30,14,Wednesday,V,3,1,Saturday,60,Telefony stacjonarne
322,Police,pl. Sportowa,85,C516,VIII,18,0,Monday,VIII,18,6,Monday,6,Telefony stacjonarne
323,Warszawa,pl. Zakole,779,C360,VII,14,21,Monday,VII,15,10,Tuesday,13,Telefony stacjonarne
324,Kutno,al. Grzybowa,76,C516,VII,24,13,Thursday,VII,25,20,Friday,31,Telefony stacjonarne
325,Gdynia,ul. Wierzbowa,26,C620,I,1,18,Tuesday,I,2,21,Wednesday,27,Telefony stacjonarne
326,Mielec,al. Tartaczna,169,C620,V,7,17,Wednesday,V,7,21,Wednesday,4,Telefony stacjonarne
327,Szczecin,pl. Prusa,308,C360,V,1,6,Thursday,V,4,13,Sunday,80,Telefony stacjonarne
328,Warszawa,al. Strazacka,25,C620,I,4,5,Friday,I,6,9,Sunday,52,Telefony stacjonarne
329,Mielec,pl. Zielona,434,C360,IX,7,9,Sunday,IX,11,13,Thursday,100,Telefony stacjonarne
330,Warszawa,al. Stawowa,962,C620,II,10,21,Sunday,II,11,10,Monday,13,Telefony stacjonarne
331,Konin,pl. Lelewela,78,C360,I,13,11,Sunday,I,16,23,Wednesday,84,Telefony stacjonarne
332,Police,al. Skladowa,831,C360,V,6,22,Tuesday,V,8,11,Thursday,37,Telefony stacjonarne
333,Police,al. Wiazowa,96,C516,II,6,19,Wednesday,II,8,22,Friday,51,Telefony stacjonarne
334,Police,ul. Powstancow,75,C360,II,5,1,Tuesday,II,5,16,Tuesday,15,Telefony stacjonarne
335,Mielec,ul. Pomorska,12,C360,IV,24,5,Thursday,IV,27,22,Sunday,89,Telefony stacjonarne
336,Kutno,al. Norwida,52,C516,V,9,12,Friday,V,13,23,Tuesday,107,Telefony stacjonarne
337,Police,al. lanowa,48,C620,IX,11,8,Thursday,IX,12,17,Friday,34,Telefony stacjonarne
338,Mielec,ul. Borowkowa,65,C516,VII,30,0,Wednesday,VII,30,21,Wednesday,21,Telefony stacjonarne
339,Police,al. Sikorskiego,22,C620,III,7,16,Friday,III,9,17,Sunday,49,Telefony stacjonarne
340,Mielec,ul. Handlowa,396,C516,VI,10,8,Tuesday,VI,10,21,Tuesday,13,Telefony stacjonarne
341,Szczecin,ul. Jodlowa,75,C360,II,20,3,Wednesday,II,22,6,Friday,51,Telefony stacjonarne
342,Konin,pl. Boczna,7,C620,I,24,23,Thursday,I,26,18,Saturday,43,Telefony stacjonarne
343,Warszawa,ul. Niecala,61,C620,VIII,8,15,Friday,VIII,9,23,Saturday,32,Telefony stacjonarne
344,Radom,ul. Orzeszkowej,96,C620,I,6,16,Sunday,I,6,21,Sunday,5,Telefony stacjonarne
345,Warszawa,pl. Zakole,779,C360,III,7,22,Friday,III,10,5,Monday,56,Telefony stacjonarne
346,Kutno,pl. Wroclawska,571,C360,I,24,3,Thursday,I,25,8,Friday,29,Telefony stacjonarne
347,Police,al. Wiejska,608,C360,X,27,13,Monday,X,29,2,Wednesday,37,Telefony stacjonarne
348,Szczecin,al. Skargi,58,C620,VIII,25,19,Monday,VIII,28,15,Thursday,67,Telefony stacjonarne
349,Warszawa,al. Strazacka,25,C360,II,1,19,Friday,II,3,12,Sunday,41,Telefony stacjonarne
350,Radom,pl. Batalionow Chlopskich,61,C360,I,2,19,Wednesday,I,5,5,Saturday,58,Telefony stacjonarne
351,Konin,ul. Orzechowa,54,C620,III,21,23,Friday,III,23,0,Sunday,25,Telefony stacjonarne
352,Police,ul. Powstancow,75,C360,V,28,23,Wednesday,V,31,11,Saturday,60,Telefony stacjonarne
353,Warszawa,al. Reja,71,C516,VIII,16,22,Saturday,VIII,18,3,Monday,29,Telefony stacjonarne
354,Gdynia,ul. Letnia,87,C620,VIII,14,22,Thursday,VIII,17,1,Sunday,52,Telefony stacjonarne
355,Radom,al. Poziomkowa,93,C360,III,9,6,Sunday,III,11,9,Tuesday,51,Telefony stacjonarne
356,Szczecin,ul. Dzialkowa,7,C516,VIII,14,16,Thursday,VIII,18,11,Monday,91,Telefony stacjonarne
357,Radom,ul. Torowa,70,C516,IV,2,1,Wednesday,IV,5,20,Saturday,91,Telefony stacjonarne
358,Radom,ul. Kosciuszki,21,C620,IV,1,18,Tuesday,IV,2,10,Wednesday,16,Telefony stacjonarne
359,Warszawa,ul. Nadbrzezna,43,C360,IX,4,20,Thursday,IX,11,0,Thursday,148,Telefony stacjonarne
360,Konin,al. Lazurowa,274,C620,IV,20,12,Sunday,IV,22,4,Tuesday,41,Telefony stacjonarne
361,Szczecin,al. Skargi,58,C360,I,6,12,Sunday,I,12,3,Saturday,135,Telefony stacjonarne
362,Police,al. Skladowa,831,C620,VII,7,9,Monday,VII,10,17,Thursday,79,Telefony stacjonarne
363,Warszawa,ul. Boczna,78,C516,VI,25,5,Wednesday,VI,28,22,Saturday,89,Telefony stacjonarne
364,Konin,al. Drzymaly,90,C360,II,21,23,Thursday,II,23,6,Saturday,31,Telefony stacjonarne
365,Warszawa,ul. Robotnicza,81,C360,VIII,31,4,Sunday,IX,1,16,Monday,36,Telefony stacjonarne
366,Radom,ul. Spoldzielcza,78,C360,IV,1,9,Tuesday,IV,3,15,Thursday,53,Telefony stacjonarne
367,Radom,pl. zwirowa,68,C620,IX,1,8,Monday,IX,4,4,Thursday,68,Telefony stacjonarne
368,Police,ul. Ludowa,90,C360,VIII,30,0,Saturday,VIII,30,10,Saturday,10,Telefony stacjonarne
369,Gdynia,ul. Letnia,87,C360,VI,14,9,Saturday,VI,15,19,Sunday,34,Telefony stacjonarne
370,Konin,ul. Mostowa,932,C620,III,10,5,Monday,III,12,6,Wednesday,49,Telefony stacjonarne
371,Warszawa,pl. Truskawkowa,38,C360,IX,15,20,Monday,IX,17,4,Wednesday,33,Telefony stacjonarne
372,Gdynia,ul. Rolnicza,39,C360,II,19,20,Tuesday,II,21,11,Thursday,39,Telefony stacjonarne
373,Police,ul. Sosnowa,967,C360,I,20,9,Sunday,I,22,7,Tuesday,46,Telefony stacjonarne
374,Radom,ul. Storczykowa,534,C620,IX,27,12,Saturday,IX,28,7,Sunday,19,Telefony stacjonarne
375,Police,al. Sikorskiego,22,C516,VII,23,20,Wednesday,VII,26,23,Saturday,76,Telefony stacjonarne
376,Konin,pl. Czarnieckiego,841,C360,V,25,9,Sunday,V,28,3,Wednesday,66,Telefony stacjonarne
377,Gdynia,pl. Okrzei,98,C516,VIII,22,21,Friday,VIII,23,20,Saturday,22,Telefony stacjonarne
378,Radom,ul. Kosciuszki,21,C516,III,7,13,Friday,III,9,11,Sunday,46,Telefony stacjonarne
379,Warszawa,ul. Konarskiego,65,C516,I,30,10,Wednesday,II,2,13,Saturday,75,Telefony stacjonarne
380,Warszawa,pl. Spacerowa,1,C360,II,19,21,Tuesday,II,22,0,Friday,51,Telefony stacjonarne
381,Kutno,al. Widokowa,755,C620,VI,18,16,Wednesday,VI,21,17,Saturday,73,Telefony stacjonarne
382,Radom,pl. Kopernika,87,C620,VIII,3,17,Sunday,VIII,6,0,Wednesday,55,Telefony stacjonarne
383,Szczecin,al. Cyprysowa,868,C620,III,16,13,Sunday,III,16,18,Sunday,5,Telefony stacjonarne
384,Radom,al. Poziomkowa,93,C360,VI,4,9,Wednesday,VI,8,14,Sunday,101,Telefony stacjonarne
385,Szczecin,al. Zamkowa,88,C360,IX,5,3,Friday,IX,7,3,Sunday,48,Telefony stacjonarne
386,Radom,ul. Orzeszkowej,96,C620,II,16,7,Saturday,II,17,22,Sunday,39,Telefony stacjonarne
387,Gdynia,al. Reja,108,C516,VIII,28,23,Thursday,VIII,29,4,Friday,5,Telefony stacjonarne
388,Konin,ul. Orzechowa,54,C516,IV,14,22,Monday,IV,17,14,Thursday,64,Telefony stacjonarne
389,Gdynia,pl. Lubelska,7,C620,IV,18,1,Friday,IV,20,0,Sunday,46,Telefony stacjonarne
390,Kutno,al. Fredry,92,C360,VI,18,19,Wednesday,VI,21,11,Saturday,63,Telefony stacjonarne
391,Kutno,ul. Sikorskiego,57,C620,I,17,23,Thursday,I,20,10,Sunday,59,Telefony stacjonarne
392,Szczecin,al. Zamkowa,88,C360,X,27,1,Monday,X,27,19,Monday,18,Telefony stacjonarne
393,Police,pl. Lotnicza,86,C360,II,13,0,Wednesday,II,14,5,Thursday,29,Telefony stacjonarne
394,Konin,al. lanowa,50,C620,IX,6,8,Saturday,IX,7,11,Sunday,27,Telefony stacjonarne
395,Konin,al. Sarnia,154,C516,II,1,0,Friday,II,1,13,Friday,12,Telefony stacjonarne
396,Warszawa,ul. Robotnicza,81,C620,IV,7,8,Monday,IV,7,23,Monday,15,Telefony stacjonarne
397,Kutno,al. Torowa,74,C516,IV,21,23,Monday,IV,24,8,Thursday,57,Telefony stacjonarne
398,Radom,pl. Makowa,60,C360,V,19,19,Monday,V,21,6,Wednesday,35,Telefony stacjonarne
399,Mielec,pl. Traugutta,98,C360,III,12,2,Wednesday,III,13,13,Thursday,35,Telefony stacjonarne
400,Mielec,ul. Borowkowa,65,C620,III,14,16,Friday,III,16,8,Sunday,40,Telefony stacjonarne
401,Police,al. Wiejska,608,C516,III,28,12,Friday,III,28,22,Friday,10,Telefony stacjonarne
402,Police,ul. Sosnowa,967,C360,VI,23,0,Monday,VI,23,5,Monday,4,Telefony stacjonarne
403,Szczecin,pl. Agrestowa,371,C620,VI,26,7,Thursday,VI,29,22,Sunday,87,Telefony stacjonarne
404,Warszawa,pl. Truskawkowa,38,C360,VIII,24,10,Sunday,VIII,28,6,Thursday,91,Telefony stacjonarne
405,Gdynia,pl. Opolska,89,C620,III,8,18,Saturday,III,13,2,Thursday,104,Telefony stacjonarne
406,Szczecin,ul. Wierzbowa,4,C620,X,7,5,Tuesday,X,9,5,Thursday,48,Telefony stacjonarne
407,Gdynia,pl. Lubelska,7,C620,X,11,16,Saturday,X,11,18,Saturday,2,Telefony stacjonarne
408,Mielec,ul. Pomorska,12,C360,VII,4,23,Friday,VII,7,9,Monday,58,Telefony stacjonarne
409,Konin,pl. Rumiankowa,1,C620,VI,17,8,Tuesday,VI,17,13,Tuesday,5,Telefony stacjonarne
410,Mielec,pl. Zielona,434,C620,VIII,28,12,Thursday,VIII,30,6,Saturday,42,Telefony stacjonarne
411,Gdynia,ul. Kreta,86,C360,IX,14,14,Sunday,IX,20,1,Saturday,132,Telefony stacjonarne
412,Police,ul. Pomorska,20,C620,III,7,0,Friday,III,8,7,Saturday,31,Telefony stacjonarne
413,Szczecin,pl. Agrestowa,371,C620,III,22,17,Saturday,III,24,15,Monday,45,Telefony stacjonarne
414,Radom,ul. Willowa,58,C620,IV,3,7,Thursday,IV,7,1,Monday,90,Telefony stacjonarne
415,Szczecin,pl. Robotnicza,526,C516,I,29,3,Tuesday,I,30,20,Wednesday,41,Telefony stacjonarne
416,Kutno,pl. Korczaka,49,C516,VII,7,23,Monday,VII,9,10,Wednesday,35,Telefony stacjonarne
417,Police,ul. Pomorska,20,C516,V,17,5,Saturday,V,20,15,Tuesday,82,Telefony stacjonarne
418,Mielec,pl. Zielona,434,C620,IV,26,9,Saturday,IV,27,21,Sunday,36,Telefony stacjonarne
419,Kutno,pl. Plater,12,C620,VI,21,1,Saturday,VI,22,7,Sunday,30,Telefony stacjonarne
420,Konin,al. Strumykowa,54,C620,II,13,12,Wednesday,II,16,9,Saturday,69,Telefony stacjonarne
421,Warszawa,pl. Spacerowa,1,C360,VI,25,7,Wednesday,VI,25,19,Wednesday,12,Telefony stacjonarne
422,Warszawa,pl. Gajowa,90,C516,IV,17,23,Thursday,IV,20,6,Sunday,55,Telefony stacjonarne
423,Konin,pl. Glowna,248,C360,IV,15,16,Tuesday,IV,15,20,Tuesday,5,Telefony stacjonarne
424,Kutno,pl. Wyspianskiego,684,C516,I,14,19,Monday,I,16,16,Wednesday,45,Telefony stacjonarne
425,Kutno,ul. Gorna,87,C516,III,26,10,Wednesday,III,26,14,Wednesday,4,Telefony stacjonarne
426,Kutno,al. Tulipanowa,23,C620,IX,21,19,Sunday,IX,22,20,Monday,25,Telefony stacjonarne
427,Mielec,ul. Handlowa,396,C620,II,1,23,Friday,II,3,21,Sunday,46,Telefony stacjonarne
428,Szczecin,pl. Kolejowa,374,C516,VIII,28,14,Thursday,VIII,31,18,Sunday,75,Telefony stacjonarne
429,Kutno,pl. Zlota,57,C620,VI,30,17,Monday,VII,1,1,Tuesday,8,Telefony stacjonarne
430,Warszawa,al. Baltycka,54,C360,VI,7,17,Saturday,VI,9,2,Monday,33,Telefony stacjonarne
431,Police,al. Wiejska,608,C516,VI,12,2,Thursday,VI,14,13,Saturday,59,Telefony stacjonarne
432,Radom,ul. Spoldzielcza,78,C360,VIII,19,15,Tuesday,VIII,20,2,Wednesday,10,Telefony stacjonarne
433,Warszawa,ul. Reymonta,952,C620,II,29,9,Friday,III,1,7,Saturday,21,Telefony stacjonarne
434,Kutno,pl. Korczaka,49,C516,I,1,8,Tuesday,I,5,23,Saturday,110,Telefony stacjonarne
435,Kutno,pl. Korczaka,49,C360,VII,24,14,Thursday,VII,28,13,Monday,95,Telefony stacjonarne
436,Szczecin,pl. Powstancow slaskich,67,C360,VI,9,6,Monday,VI,11,5,Wednesday,47,Telefony stacjonarne
437,Konin,al. Sarnia,154,C360,VIII,30,19,Saturday,IX,1,3,Monday,33,Telefony stacjonarne
438,Mielec,al. Mostowa,25,C620,VI,7,8,Saturday,VI,10,3,Tuesday,67,Telefony stacjonarne
439,Konin,pl. Szeroka,11,C620,X,7,21,Tuesday,X,10,16,Friday,67,Telefony stacjonarne
440,Police,al. Sawickiej,72,C516,VIII,13,8,Wednesday,VIII,13,21,Wednesday,12,Telefony stacjonarne
441,Szczecin,al. Cyprysowa,868,C360,III,22,10,Saturday,III,24,0,Monday,38,Telefony stacjonarne
442,Konin,pl. Rumiankowa,1,C360,VII,18,1,Friday,VII,19,6,Saturday,29,Telefony stacjonarne
443,Kutno,al. Torowa,74,C620,VII,13,8,Sunday,VII,14,22,Monday,38,Telefony stacjonarne
444,Szczecin,pl. Agrestowa,371,C620,IV,23,5,Wednesday,IV,26,3,Saturday,69,Telefony stacjonarne
445,Konin,pl. Glowna,248,C620,I,26,10,Saturday,I,28,4,Monday,43,Telefony stacjonarne
446,Police,pl. Jezynowa,578,C360,I,22,2,Tuesday,I,22,16,Tuesday,14,Telefony stacjonarne
447,Police,al. Sawickiej,72,C360,VII,11,13,Friday,VII,14,13,Monday,72,Telefony stacjonarne
448,Kutno,al. Torowa,74,C620,IX,2,21,Tuesday,IX,4,15,Thursday,42,Telefony stacjonarne
449,Warszawa,pl. Spacerowa,1,C516,X,20,15,Monday,X,22,12,Wednesday,44,Telefony stacjonarne
450,Szczecin,al. Skargi,58,C360,V,14,3,Wednesday,V,20,2,Tuesday,143,Telefony stacjonarne
451,Mielec,ul. Handlowa,396,C516,VII,9,8,Wednesday,VII,10,15,Thursday,31,Telefony stacjonarne
452,Szczecin,ul. Wierzbowa,4,C516,IX,2,17,Tuesday,IX,4,7,Thursday,38,Telefony stacjonarne
453,Gdynia,ul. Okrzei,90,C620,IX,20,22,Saturday,IX,22,0,Monday,26,Telefony stacjonarne
454,Gdynia,al. Wypoczynkowa,366,C360,VI,29,19,Sunday,VI,30,12,Monday,17,Telefony stacjonarne
455,Konin,pl. Jagiellonska,1,C620,II,15,13,Friday,II,19,7,Tuesday,90,Telefony stacjonarne
456,Police,pl. Jezynowa,578,C360,VI,14,20,Saturday,VI,17,11,Tuesday,63,Telefony stacjonarne
457,Warszawa,pl. Gajowa,90,C516,IX,17,6,Wednesday,IX,20,20,Saturday,86,Telefony stacjonarne
458,Warszawa,pl. Sienkiewicza,75,C360,VII,18,13,Friday,VII,19,1,Saturday,12,Telefony stacjonarne
459,Warszawa,pl. Truskawkowa,38,C360,IX,21,14,Sunday,IX,22,14,Monday,25,Telefony stacjonarne
460,Gdynia,al. Torowa,43,C516,V,4,23,Sunday,V,6,1,Tuesday,26,Telefony stacjonarne
461,Gdynia,ul. Okrzei,90,C620,V,21,3,Wednesday,V,21,17,Wednesday,14,Telefony stacjonarne
462,Police,ul. Wiejska,42,C620,VIII,26,9,Tuesday,VIII,28,6,Thursday,45,Telefony stacjonarne
463,Mielec,al. Skrajna,17,C360,IX,2,21,Tuesday,IX,4,15,Thursday,42,Telefony stacjonarne
464,Szczecin,al. Zamkowa,88,C516,I,28,23,Monday,I,29,6,Tuesday,6,Telefony stacjonarne
465,Kutno,ul. Piekna,74,C360,V,25,1,Sunday,V,28,17,Wednesday,88,Telefony stacjonarne
466,Gdynia,al. Wypoczynkowa,366,C516,IX,2,20,Tuesday,IX,3,21,Wednesday,25,Telefony stacjonarne
467,Warszawa,pl. Jasna,53,C620,I,21,6,Monday,I,21,16,Monday,9,Telefony stacjonarne
468,Gdynia,ul. Okrzei,90,C360,IX,4,15,Thursday,IX,6,4,Saturday,38,Telefony stacjonarne
469,Police,pl. Sportowa,85,C620,VII,28,12,Monday,VII,31,2,Thursday,62,Telefony stacjonarne
470,Mielec,al. Jana,365,C360,IV,6,7,Sunday,IV,8,3,Tuesday,44,Telefony stacjonarne
471,Konin,pl. Lelewela,78,C360,I,18,11,Friday,I,21,23,Monday,84,Telefony stacjonarne
472,Radom,ul. Szmaragdowa,53,C620,IX,21,14,Sunday,IX,22,8,Monday,18,Telefony stacjonarne
473,Radom,pl. Kasztanowa,82,C620,III,5,2,Wednesday,III,6,9,Thursday,31,Telefony stacjonarne
474,Police,pl. Jezynowa,578,C360,I,10,4,Thursday,I,12,6,Saturday,50,Telefony stacjonarne
475,Police,ul. Powstancow,75,C620,VIII,28,5,Thursday,VIII,29,22,Friday,42,Telefony stacjonarne
476,Radom,ul. Spoldzielcza,78,C516,VIII,31,9,Sunday,IX,3,11,Wednesday,74,Telefony stacjonarne
477,Gdynia,pl. Pilsudskiego,65,C516,II,2,12,Saturday,II,3,16,Sunday,28,Telefony stacjonarne
478,Szczecin,al. Zamkowa,88,C516,I,9,9,Wednesday,I,13,7,Sunday,94,Telefony stacjonarne
479,Konin,ul. Sienkiewicza,979,C620,VIII,15,11,Friday,VIII,17,2,Sunday,39,Telefony stacjonarne
480,Mielec,pl. Cisowa,939,C516,III,13,20,Thursday,III,13,22,Thursday,1,Telefony stacjonarne
481,Police,al. Skladowa,831,C360,V,24,14,Saturday,V,27,8,Tuesday,66,Telefony stacjonarne
482,Szczecin,pl. Powstancow slaskich,67,C516,V,11,7,Sunday,V,15,21,Thursday,110,Telefony stacjonarne
483,Mielec,ul. Borowkowa,65,C516,VII,26,23,Saturday,VII,27,2,Sunday,4,Telefony stacjonarne
484,Kutno,pl. Korczaka,49,C620,IV,18,13,Friday,IV,20,23,Sunday,58,Telefony stacjonarne
485,Police,ul. Storczykowa,88,C620,X,24,3,Friday,X,28,11,Tuesday,104,Telefony stacjonarne
486,Mielec,pl. Lipowa,55,C360,IV,22,17,Tuesday,IV,23,20,Wednesday,27,Telefony stacjonarne
487,Gdynia,pl. Okrzei,98,C360,IV,15,14,Tuesday,IV,19,18,Saturday,100,Telefony stacjonarne
488,Kutno,al. Willowa,14,C516,I,31,18,Thursday,II,4,3,Monday,81,Telefony stacjonarne
489,Warszawa,ul. Niecala,61,C516,VI,26,23,Thursday,VII,2,14,Wednesday,135,Telefony stacjonarne
490,Kutno,al. Widokowa,755,C620,IX,28,0,Sunday,IX,28,15,Sunday,14,Telefony stacjonarne
491,Police,pl. Wodna,120,C360,I,30,14,Wednesday,I,31,2,Thursday,12,Telefony stacjonarne
492,Warszawa,ul. Konarskiego,65,C516,III,11,15,Tuesday,III,13,21,Thursday,54,Telefony stacjonarne
493,Konin,pl. Boczna,7,C620,VI,7,8,Saturday,VI,9,16,Monday,55,Telefony stacjonarne
494,Radom,pl. Kasztanowa,82,C516,VI,4,18,Wednesday,VI,6,0,Friday,30,Telefony stacjonarne
495,Radom,ul. Kolejowa,56,C360,V,25,0,Sunday,V,26,10,Monday,34,Telefony stacjonarne
496,Radom,ul. Storczykowa,534,C620,I,8,14,Tuesday,I,10,13,Thursday,47,Biurowe urzadzenia wielofunkcyjne
497,Mielec,al. Jana,365,C516,I,10,23,Thursday,I,15,14,Tuesday,111,Biurowe urzadzenia wielofunkcyjne
498,Szczecin,pl. Robotnicza,526,C620,VIII,29,18,Friday,VIII,30,1,Saturday,6,Biurowe urzadzenia wielofunkcyjne
499,Kutno,ul. Piekna,74,C360,VIII,3,9,Sunday,VIII,4,5,Monday,20,Biurowe urzadzenia wielofunkcyjne
500,Szczecin,pl. Powstancow slaskich,67,C620,VIII,5,9,Tuesday,VIII,5,17,Tuesday,8,Biurowe urzadzenia wielofunkcyjne
501,Mielec,pl. Cisowa,939,C360,IV,7,21,Monday,IV,11,22,Friday,97,Biurowe urzadzenia wielofunkcyjne
502,Mielec,al. Kasztanowa,10,C620,III,14,0,Friday,III,17,3,Monday,75,Biurowe urzadzenia wielofunkcyjne
503,Radom,al. Sosnowa,49,C360,X,13,1,Monday,X,16,2,Thursday,73,Biurowe urzadzenia wielofunkcyjne
504,Radom,ul. Kosciuszki,21,C620,X,15,16,Wednesday,X,16,13,Thursday,20,Biurowe urzadzenia wielofunkcyjne
505,Police,pl. Dlugosza,70,C620,II,7,22,Thursday,II,12,7,Tuesday,106,Biurowe urzadzenia wielofunkcyjne
506,Szczecin,ul. Sosnowa,84,C620,VIII,18,16,Monday,VIII,19,1,Tuesday,9,Biurowe urzadzenia wielofunkcyjne
507,Szczecin,pl. Kolejowa,374,C360,VII,9,11,Wednesday,VII,10,1,Thursday,14,Biurowe urzadzenia wielofunkcyjne
508,Gdynia,pl. Lubelska,7,C360,X,11,13,Saturday,X,14,10,Tuesday,69,Biurowe urzadzenia wielofunkcyjne
509,Radom,al. Sosnowa,49,C620,V,3,1,Saturday,V,3,1,Saturday,1,Biurowe urzadzenia wielofunkcyjne
510,Radom,ul. Orzeszkowej,96,C620,V,4,12,Sunday,V,7,23,Wednesday,83,Biurowe urzadzenia wielofunkcyjne
511,Radom,ul. Orzeszkowej,96,C620,V,30,17,Friday,VI,2,12,Monday,67,Biurowe urzadzenia wielofunkcyjne
512,Police,al. lanowa,48,C620,X,10,11,Friday,X,14,1,Tuesday,86,Biurowe urzadzenia wielofunkcyjne
513,Police,pl. Jezynowa,578,C516,VIII,7,9,Thursday,VIII,10,14,Sunday,77,Biurowe urzadzenia wielofunkcyjne
514,Szczecin,pl. Kolejowa,374,C620,V,31,20,Saturday,VI,2,6,Monday,34,Biurowe urzadzenia wielofunkcyjne
515,Konin,pl. Boczna,7,C360,IX,10,20,Wednesday,IX,12,14,Friday,42,Biurowe urzadzenia wielofunkcyjne
516,Police,ul. Pomorska,20,C620,IX,4,16,Thursday,IX,5,8,Friday,16,Biurowe urzadzenia wielofunkcyjne
517,Kutno,al. Norwida,52,C620,VI,26,0,Thursday,VI,27,17,Friday,41,Biurowe urzadzenia wielofunkcyjne
518,Gdynia,pl. Debowa,94,C620,X,25,1,Saturday,X,26,8,Sunday,31,Biurowe urzadzenia wielofunkcyjne
